"","x"
"360",1428.46583233525
"361",13584.9285801701
"362",549.431820400059
"363",350.006533165773
"364",59.2205642412106
"365",2489.02001714611
"366",3857.29919794603
"367",7201.84703005068
"368",5017.49643435194
"369",1087.85357015828
"370",188.66402216522
"371",3763.2071970493
"372",7378.19670967969
"373",3306.59305352374
"374",6032.42882188964
"375",1279.69876552622
"376",1978.71371327589
"377",3494.73979555531
"378",2694.3095851119
"379",3.80827697662944
"380",1577.57786413034
"381",3811.40728056774
"382",247.492477593246
"383",6549.18291267562
"384",11518.164773222
"385",3645.31970568899
"386",322.880043337743
"387",611.798770478383
"388",5499.10843965221
"389",3110.86402260665
"390",5503.11565284868
"391",7657.42093704374
"392",1633.51773905257
"393",3068.47010414704
"394",228.916104674921
"395",7771.13164730172
"396",5464.20919040753
"397",414.211574631433
"398",8091.65985648193
"399",1.07345834176393
"400",2462.21685067488
"401",6072.03953560996
"402",437.990049128191
"403",160.957523621619
"404",395.968329294545
"405",263.922388354937
"406",379.392548764037
"407",712.052726497253
"408",2106.93868187567
"409",1519.91636337092
"410",31.5021226803462
"411",233.38979575783
"412",357.232351694874
"413",16013.4142256322
"414",3060.19444839719
"415",2458.27374034528
"416",9426.9784981576
"417",355.051999079715
"418",2045.61248576889
"419",131.310932465474
"420",6594.07735463786
"421",1396.3372213766
"422",45.73476675388
"423",4579.42726386988
"424",1869.08116952682
"425",4391.89083549782
"426",10671.3837319303
"427",649.182748359939
"428",3933.96041342024
"429",2679.90156062845
"430",11034.2181716722
"431",1101.17233668764
"432",856.440382388731
"433",1452.09781359881
"434",4369.31558870677
"435",5420.05551006005
"436",2129.19229641557
"437",71.9346944242716
"438",25.9029818698764
"439",474.464358748968
"440",7119.50719935409
"441",701.770403732856
"442",9568.01727358119
"443",276.660195869941
"444",106.407525017858
"445",5309.737107126
"446",5233.68000295684
"447",2273.33557015906
"448",4914.82806774114
"449",487.165825131039
"450",1357.4608710284
"451",187.811332209055
"452",1565.77437594591
"453",6040.83354867307
"454",37.5452637672424
"455",1111.04701180011
"456",3308.94015478065
"457",3905.64959482257
"458",8150.98353309147
"459",3702.10848113567
"460",9388.48750920207
"461",2177.80723546942
"462",8639.48522093606
"463",1523.68563469807
"464",799.721855049332
"465",3227.19921343927
"466",9116.0953226955
"467",2096.85871067146
"468",797.072447059918
"469",239.629215160054
"470",477.983659739402
"471",910.431354617079
"472",6067.36140297659
"473",5764.71487032183
"474",196.046150910358
"475",1523.43456012507
"476",3523.1454700073
"477",8166.02149936271
"478",111.849216918941
"479",4254.66639441212
"480",9561.37282096958
"481",4204.49193863475
"482",7302.06893714976
"483",1478.31157470743
"484",8352.59217106017
"485",1066.39371469215
"486",395.865909134348
"487",654.226417283466
"488",3897.61481420104
"489",2426.54111222331
"490",1925.56425308188
"491",10474.8088860871
"492",334.098682117959
"493",223.935939017652
"494",3701.90172752643
"495",5903.77235136239
"496",787.990498356521
"497",4459.83217083816
"498",6214.26724490333
"499",1673.71989862418
"500",2180.27488328516
"501",3300.0179689219
"502",2894.85156409999
"503",5234.63606185524
"504",330.110430535715
"505",3279.95817162995
"506",548.621815008422
"507",802.424449163179
"508",1953.54985849311
"509",2588.59744591916
"510",5165.23725879415
"511",2073.76903854311
"512",129.393382270568
"513",1623.21586627513
"514",1710.19824997832
"515",2199.91189738115
"516",1154.05043431868
"517",21241.6950290217
"518",8779.78695514512
"519",12.1981619546811
"520",157.577134668827
"521",3663.65841265424
"522",1162.79001126148
"523",4464.64719857677
"524",6220.85292485166
"525",3985.07446036641
"526",205.940928155873
"527",3582.34288467372
"528",999.213112663164
"529",9666.67678056716
"530",2005.42952198884
"531",2403.13596388602
"532",4330.21707756722
"533",2576.75359322035
"534",7294.80883142053
"535",144.675230334012
"536",1593.93067006022
"537",293.535925552224
"538",2357.61233591441
"539",80.1268410097185
"540",6722.12182205725
"541",1721.43526375294
"542",630.99248179545
"543",1778.20769138634
"544",100.797511016329
"545",984.213578825196
"546",13217.3123638284
"547",1641.59139307837
"548",2968.8233888025
"549",6870.32187329539
"550",5293.34473085213
"551",239.094024534792
"552",717.110371527573
"553",771.919977802454
"554",12520.3093568933
"555",1465.60085006058
"556",2823.51773218219
"557",3713.12077143196
"558",4762.19208262173
"559",386.554929427803
"560",2429.82059716362
"561",7159.75815665445
"562",2594.97876076875
"563",3644.88224174484
"564",1490.20346062552
"565",2268.25444648663
"566",3554.6988340557
"567",2429.66739191091
"568",2577.30433703367
"569",4748.21350198794
"570",5423.83581992793
"571",5048.93969871938
"572",526.780020445585
"573",3130.56917226219
"574",2033.69930541764
"575",10161.6999501349
"576",392.600991423315
"577",174.854899135729
"578",2437.08162244066
"579",9189.77056277506
"580",201.534455021222
"581",2549.09607468847
"582",92.4743345202075
"583",2337.58642013772
"584",133.335177033457
"585",5666.30073484588
"586",1220.63390777307
"587",347.818697378353
"588",3032.38860317473
"589",3819.53665972654
"590",5670.29287389724
"591",3301.17446977302
"592",1877.10885734608
"593",2713.56811732952
"594",363.97712615629
"595",203.523254878828
"596",8953.66042189511
"597",347.910405994319
"598",1348.24692486069
"599",1218.52988746288
"600",85.6624167942332
"601",5812.0042082847
"602",7080.22009607335
"603",4049.68367946178
"604",6950.42666626684
"605",5514.75251065501
"606",857.609868933018
"607",1636.35278120637
"608",5102.52892161562
"609",4333.05319074198
"610",1324.29932833497
"611",3579.45094181502
"612",308.763207965553
"613",1466.6908668975
"614",3223.07307880028
"615",234.026422146441
"616",3971.25943176777
"617",3605.07474951534
"618",737.666975085934
"619",2076.20619951061
"620",56.4303575083613
"621",3329.39980167965
"622",755.768112527827
"623",6413.41126185465
"624",7230.88895358264
"625",701.723801903427
"626",2711.02016467257
"627",1076.01692123959
"628",8080.94507041288
"629",188.216047710304
"630",5293.72614469934
"631",1083.78410184135
"632",5970.57962141244
"633",10.2633053761103
"634",2274.63690253596
"635",2839.83625788904
"636",814.568142717083
"637",9211.67630039366
"638",10640.662316049
"639",319.198175954322
"640",363.761344868107
"641",234.393676751608
"642",985.257953094939
"643",112.109594247007
"644",165.120953395143
"645",7591.10180812978
"646",2870.38017832518
"647",1813.29411609719
"648",5994.79833289122
"649",2025.76305096348
"650",1666.89084687581
"651",2992.42498847436
"652",12081.1650832943
"653",4150.60635331675
"654",4343.64599472189
"655",4382.94707783465
"656",3539.9471047585
"657",4825.10494661141
"658",2233.74446853995
"659",1184.71524057289
"660",480.408139216403
"661",6412.16497840293
"662",2008.67280053596
"663",3268.12475477235
"664",3850.627677996
"665",2672.00916060213
"666",581.488129682839
"667",1574.45708983239
"668",5496.34721102127
"669",2505.5600531633
"670",489.394005746435
"671",1083.73947286357
"672",5177.66988498296
"673",1438.0312897265
"674",2057.45239121219
"675",6461.74623514219
"676",1121.18301292261
"677",2449.84661358687
"678",1216.57913861175
"679",3580.33644113814
"680",2638.13250373705
"681",3214.63627726738
"682",1161.80788570394
"683",400.851864057283
"684",2571.56146055365
"685",8836.16924864761
"686",294.672686976956
"687",146.023397072134
"688",3376.97727281257
"689",1698.39598083248
"690",743.666429383059
"691",2275.93458878497
"692",87.7812349547943
"693",4370.58605860575
"694",624.107398713629
"695",10383.1228608252
"696",12363.6823078446
"697",1459.8908337454
"698",5267.28789604513
"699",2694.6705454181
"700",2746.41546874028
"701",458.970435082678
"702",4083.01197288835
"703",3154.60965023343
"704",656.863156085213
"705",3338.49019046529
"706",4469.51429656053
"707",6390.81122029596
"708",9099.14429567965
"709",1929.75034316381
"710",3329.73289599919
"711",3941.34977818434
"712",1495.95280643553
"713",3193.16879521712
"714",772.959257786473
"715",4677.13157358894
"716",7665.78778536263
"717",1652.82632845143
"718",828.683759706716
"719",2108.94093383104
"720",74.7405954947074
"721",2597.51853208645
"722",2207.04288066675
"723",1354.06188045939
"724",475.138165056705
"725",1601.31933478018
"726",484.927058561525
"727",1304.22905087471
"728",1719.9981569623
"729",343.678148152928
"730",430.958056822419
"731",2.48023506076039
"732",3964.7085808059
"733",1479.72808219492
"734",8137.53349664521
"735",5546.42281156588
"736",2858.50409788243
"737",563.925786817117
"738",5895.76595745293
"739",2644.23391146863
"740",4185.30663771832
"741",1571.13882247359
"742",1599.4303751116
"743",1309.75572237124
"744",6474.37927595584
"745",828.462215140462
"746",3729.10821796362
"747",960.574403094749
"748",1761.94805962344
"749",3672.49385750198
"750",6323.57836983411
"751",3182.2564358354
"752",6205.2922134281
"753",6890.06506126929
"754",13326.0680914374
"755",6214.57464344112
"756",12277.9629241969
"757",902.763446313269
"758",86.9773530090849
"759",2689.29906599377
"760",3408.33090231721
"761",47.6866582553405
"762",2132.28622761865
"763",2485.40018671159
"764",4684.44353562403
"765",498.410697715978
"766",2892.42201551016
"767",29.4406479224563
"768",1488.35012844453
"769",6490.0456862828
"770",2119.19273249805
"771",3093.89661052231
"772",3672.23114688641
"773",860.309978015721
"774",62.2494611889124
"775",632.382542826235
"776",1692.45198369026
"777",747.83792719245
"778",466.267599876095
"779",901.85377422205
"780",3513.27999597502
"781",1815.42186049806
"782",3820.98305645987
"783",1271.44806397458
"784",2884.8858511035
"785",924.966090027048
"786",248.701109540647
"787",1023.39770024021
"788",1440.23352768272
"789",843.379563005548
"790",611.331205194195
"791",671.295930014307
"792",2294.0779166917
"793",3667.29880048239
"794",259.914567383627
"795",496.838688850403
"796",8539.53841912139
"797",3814.78203757012
"798",641.951122984937
"799",4222.22958553239
"800",1996.89144579073
"801",6192.48845896928
"802",32.8275186076043
"803",2080.59567802896
"804",1848.5043461745
"805",492.671919055283
"806",309.863752241571
"807",234.203191355026
"808",133.997205023964
"809",5613.43179987677
"810",1656.36942877124
"811",1249.07850753516
"812",503.025630758027
"813",2779.75872021263
"814",10018.738010959
"815",588.661612321933
"816",551.328852025384
"817",5560.74915808831
"818",1646.14050493886
"819",2484.61261688078
"820",1235.86629362156
"821",1703.40017570804
"822",3436.63028427367
"823",3477.13305335728
"824",4465.49162565076
"825",865.823345569273
"826",4067.31815994684
"827",284.02513359792
"828",2895.25007504626
"829",1905.32590883474
"830",8022.91872807279
"831",9012.89442512107
"832",4444.66771233483
"833",2657.04070328883
"834",5983.23528316426
"835",3737.70254415714
"836",2345.29935740833
"837",5443.95794443099
"838",2381.37393072509
"839",11716.1776647953
"840",12885.3330465172
"841",12397.2125423203
"842",7778.31528914682
"843",481.873861042579
"844",3347.12753058642
"845",2899.86546748053
"846",71.7073437673101
"847",4064.10680448914
"848",6674.50178386577
"849",1697.9360828797
"850",4650.53446916912
"851",5499.3330746572
"852",140.579485644897
"853",1196.07700966299
"854",1320.27277257293
"855",148.590868338943
"856",5526.48739240376
"857",2280.39230996122
"858",2082.18065711359
"859",2323.55286042794
"860",226.722269343372
"861",8151.97552822741
"862",918.952364784976
"863",3633.08471275093
"864",669.249113028248
"865",6631.73882883597
"866",3126.63751019442
"867",2405.44556315645
"868",2310.66355914001
"869",2879.48310671651
"870",1259.79483282814
"871",6360.60528121377
"872",566.548206843436
"873",659.829058373968
"874",799.273099870013
"875",2638.95149900611
"876",1509.42275921504
"877",3431.05955656274
"878",9516.98315584278
"879",725.11014683793
"880",1446.94064278156
"881",2774.94011421838
"882",518.868493881169
"883",769.162949239453
"884",486.253707980116
"885",3420.31089264556
"886",3854.93592966004
"887",1099.1816346844
"888",6659.78990467199
"889",854.041647571398
"890",320.669446054271
"891",5102.55282824756
"892",9286.51221812251
"893",640.996720100605
"894",739.927844454845
"895",1382.76986312121
"896",505.525112163768
"897",3321.70149607861
"898",2222.78910223395
"899",6109.43858794181
"900",1018.24255660176
"901",2541.84692152743
"902",4177.30181463961
"903",636.446477346915
"904",1973.35727047175
"905",8782.33947438709
"906",1055.80686125904
"907",1338.93361868554
"908",3396.01420162523
"909",1465.63975295673
"910",424.62278312693
"911",4249.98198311432
"912",5583.20967452534
"913",123.142028261713
"914",191.25217727075
"915",1418.68566473325
"916",2023.67418124377
"917",1943.9223750184
"918",3917.2738294902
"919",6774.36789469727
"920",420.630372072947
"921",2764.8251262539
"922",400.605276087312
"923",4278.05496676171
"924",1595.84896638989
"925",1116.87548458576
"926",5637.42728255002
"927",4848.79833928553
"928",11771.0260729444
"929",378.518947400153
"930",1835.36480180919
"931",5815.06652729519
"932",3499.66544333502
"933",3310.17201446329
"934",1637.96562546243
"935",2060.00197523584
"936",7352.28459619196
"937",1256.74316349129
"938",2940.78786843423
"939",479.45048349599
"940",3555.1151507686
"941",2144.85988020897
"942",11396.5650145572
"943",33.5642054517389
"944",2340.2150918295
"945",121.924124347667
"946",1030.38353535036
"947",9320.3028782568
"948",8246.03262485543
"949",9009.94404487523
"950",1199.65298278966
"951",376.74083795235
"952",8579.42802789521
"953",3235.66415293542
"954",4470.36749358877
"955",730.057558976114
"956",7956.83629147919
"957",937.832087899248
"958",3216.99697510306
"959",296.660987138403
"960",7654.3478973976
"961",5367.53662523437
"962",1786.04513872415
"963",5731.85960986936
"964",4087.572209397
"965",349.522872517506
"966",3471.78866661189
"967",748.085447897514
"968",4809.75744596927
"969",15564.4078668497
"970",7361.45290814551
"971",820.870910150309
"972",1444.30450629443
"973",4006.2383529882
"974",7334.27475474986
"975",9703.17584716892
"976",1985.73699065795
"977",7794.56273300163
"978",1335.76744546493
"979",1150.01887393494
"980",358.903414259354
"981",3429.00008830137
"982",1639.56189683328
"983",1671.24508880079
"984",7136.81636980308
"985",301.825014914746
"986",2637.88418892934
"987",98.9424201152439
"988",2285.41972426077
"989",1195.72614785284
"990",8562.00632286779
"991",242.001609876752
"992",1030.69722341994
"993",574.10088678201
"994",3346.07542788887
"995",4930.75958121736
"996",7209.90891836794
"997",629.398231394589
"998",6430.20883174547
"999",2520.71779207293
"1000",16163.3052047633
"1001",8569.50592290304
"1002",8731.10825153899
"1003",4208.11435168694
"1004",3203.66778396968
"1005",2504.91009390259
"1006",48.8381230118508
"1007",9957.8590188783
"1008",322.720566764474
"1009",652.765833462278
"1010",154.137829229605
"1011",1046.09581952294
"1012",3964.00208787031
"1013",1068.73341006596
"1014",5035.06117161918
"1015",786.832423570256
"1016",86.1317469078985
"1017",2923.11665898466
"1018",940.624546880523
"1019",1257.89156897218
"1020",1846.41211138417
"1021",283.769524345795
"1022",2016.26310745875
"1023",5290.85539253362
"1024",983.347694079081
"1025",2515.17530827129
"1026",5946.04735073629
"1027",863.004885613918
"1028",9374.15619635201
"1029",6144.65430350908
"1030",57.4379662672679
"1031",3545.15229027375
"1032",3933.34106582209
"1033",9043.87159231019
"1034",2705.52673013554
"1035",24.228978229221
"1036",9242.1172723037
"1037",3247.37841818748
"1038",2677.08696933942
"1039",2773.60924159375
"1040",2830.95547131667
"1041",1103.75235478083
"1042",7292.05952915263
"1043",8505.94021019759
"1044",9548.95647807535
"1045",261.521083417651
"1046",2757.76502498083
"1047",3679.57696304623
"1048",10765.6266286335
"1049",7891.38381564222
"1050",6954.3969564906
"1051",1422.09276712189
"1052",4276.12040177886
"1053",395.813366549336
"1054",2606.11327661479
"1055",5103.22771938451
"1056",1143.41780232886
"1057",4452.09904559855
"1058",5084.31653792766
"1059",1849.54890826096
"1060",448.545147664845
"1061",3732.18838421905
"1062",8793.10612214319
"1063",5613.39880001354
"1064",3478.70704083049
"1065",1187.16217577457
"1066",3173.35691728979
"1067",8351.46111083738
"1068",449.040459380813
"1069",5512.9308024797
"1070",8061.1969712646
"1071",1949.57806107899
"1072",17553.4802230828
"1073",1182.50322062522
"1074",6607.80199464965
"1075",187.184953441223
"1076",579.205670704444
"1077",1298.17576727682
"1078",9114.24735519004
"1079",9207.3864175152
"1080",999.439425456027
"1081",3214.63793502156
"1082",14660.3670914288
"1083",737.518536237379
"1084",9098.66425477179
"1085",6917.81617052166
"1086",1433.22249723344
"1087",1870.2847044915
"1088",755.310164143642
"1089",252.031825722497
"1090",2443.29616723859
"1091",4020.54797223115
"1092",6026.04251326927
"1093",2065.68219543745
"1094",1506.07652186106
"1095",5561.51965958299
"1096",4126.65856367254
"1097",5372.609141934
"1098",887.846292736598
"1099",3907.37400444091
"1100",3694.71752070789
"1101",5702.39639502573
"1102",3330.62619267309
"1103",3033.45962155036
"1104",340.304584242404
"1105",3283.61843313207
"1106",250.278373252931
"1107",1343.43527944049
"1108",532.208873820752
"1109",555.443086551001
"1110",3003.42905631566
"1111",2914.62132660502
"1112",530.063402839005
"1113",5605.17496090937
"1114",10186.6974427662
"1115",6944.47881810578
"1116",6072.75987015971
"1117",2770.67896275127
"1118",2398.22081897064
"1119",1508.30163309971
"1120",10562.6443191741
"1121",740.716370443503
"1122",2414.5996426916
"1123",637.473695290585
"1124",40.3900304809213
"1125",2950.25089506336
"1126",1366.1022655045
"1127",511.759670140843
"1128",1913.13446654628
"1129",1890.30765090138
"1130",772.479375203451
"1131",1704.75757680833
"1132",2875.36071909869
"1133",1697.06547011932
"1134",2184.7568359226
"1135",975.21961691038
"1136",753.566427156329
"1137",5025.76799559141
"1138",6470.38454262123
"1139",1298.82260380934
"1140",829.614012812575
"1141",1119.17312412212
"1142",1603.16675125311
"1143",1440.40085375309
"1144",11440.0400712452
"1145",4112.08682029484
"1146",1187.71575856954
"1147",4556.8549352229
"1148",3073.97246036335
"1149",1731.71810650577
"1150",3237.62974986582
"1151",4647.99638802076
"1152",483.981153617303
"1153",11413.3384321493
"1154",3175.31470905991
"1155",413.909335620701
"1156",6924.28240524539
"1157",3728.9475853327
"1158",2892.50595170661
"1159",927.353988142722
"1160",4422.81543884083
"1161",219.347639940679
"1162",660.628083472451
"1163",1394.21519823372
"1164",494.74617621551
"1165",5380.037612933
"1166",5576.78470199428
"1167",462.731318548322
"1168",2456.58821332257
"1169",839.953067091604
"1170",6754.45434919803
"1171",7939.23997536093
"1172",1591.41145957013
"1173",7262.31304886651
"1174",3315.79542398821
"1175",4040.11682527207
"1176",3596.15776052976
"1177",1580.03272333493
"1178",2001.7601766934
"1179",13702.8991858614
"1180",9310.12632890161
"1181",5419.65060528922
"1182",296.022545856734
"1183",2299.9607756113
"1184",968.896287182967
"1185",3576.87953516599
"1186",5963.28403828371
"1187",4058.30286540093
"1188",2012.37731768439
"1189",4528.89130436782
"1190",569.864822520547
"1191",1447.92089490674
"1192",1202.65099224686
"1193",4357.39127594634
"1194",277.681641686594
"1195",496.316609593729
"1196",1195.17644867301
"1197",1275.14529662828
"1198",2714.80158578261
"1199",1711.45874104185
"1200",1559.59846296658
"1201",2868.127481251
"1202",881.667633851369
"1203",1110.96276901662
"1204",4537.46494512661
"1205",6230.5886481882
"1206",2218.92971700678
"1207",3323.89866298342
"1208",990.931034709017
"1209",1678.3319444706
"1210",3613.32494441076
"1211",2893.11737739448
"1212",10440.3752828004
"1213",5093.64185205905
"1214",151.454190102716
"1215",403.032233007252
"1216",5999.1431419731
"1217",572.265036532523
"1218",2582.53541532818
"1219",5449.28335246253
"1220",2364.39009077739
"1221",1101.09789296985
"1222",2084.42092252274
"1223",2646.52078646823
"1224",4618.62203340634
"1225",1492.85003077239
"1226",4888.60935565639
"1227",3260.51978069945
"1228",2658.69325191156
"1229",884.266556240618
"1230",8610.5599312257
"1231",2260.99729848405
"1232",2360.5269442072
"1233",4573.85447483166
"1234",4992.6788046639
"1235",815.163804218173
"1236",2223.48184169581
"1237",1872.21912977596
"1238",2825.40136313343
"1239",7948.493292756
"1240",5680.61380929558
"1241",453.673944187661
"1242",6235.12574005363
"1243",1415.71942406396
"1244",5369.77621388245
"1245",1212.00521166126
"1246",2982.21341941162
"1247",13478.9716879976
"1248",4841.04149038671
"1249",27.7751279166302
"1250",2344.93530944521
"1251",2876.02285840515
"1252",4676.08165588784
"1253",12335.1870859255
"1254",1514.01003357023
"1255",2035.30210535973
"1256",1964.66585776458
"1257",4635.15082210502
"1258",383.777452196831
"1259",5987.77100415834
"1260",546.876691017016
"1261",5805.79801124144
"1262",391.181550214463
"1263",1115.37590778122
"1264",2644.0238082002
"1265",5473.27455726075
"1266",295.158595188653
"1267",3263.42721455697
"1268",838.444437464375
"1269",3385.25315422221
"1270",535.441588920852
"1271",13100.5516827556
"1272",1235.25117567642
"1273",6695.48970929591
"1274",3069.11704360191
"1275",682.627932848007
