"","x"
"185",35.6638348704837
"186",33.5667539366865
"187",28.3844062512873
"188",36.8441350667397
"189",40.9520738258725
"190",40.3095524980665
"191",30.4565587429878
"192",48.1861117086432
"193",33.0870749251988
"194",33.9255064764077
"195",35.5522899165795
"196",36.8461970125224
"197",34.7042827924423
"198",33.649744931125
"199",27.5621038475517
"200",39.1000923390072
"201",33.6724056173323
"202",48.0772990594013
"203",33.8227943149542
"204",35.9023144184659
"205",34.6778711574287
"206",40.9084513873288
"207",28.1571567458644
"208",40.627514456806
"209",45.9817859712392
"210",37.8308403361881
"211",36.9103816251094
"212",36.4974235727445
"213",42.7698362291612
"214",40.2540096061088
"215",45.2005348670676
"216",45.7596664998458
"217",25.6812829994081
"218",47.0026969058263
"219",37.3220644050384
"220",31.465105627862
"221",40.882541042587
"222",38.5860844728965
"223",29.6653676598273
"224",39.0965627985974
"225",39.3680778303604
"226",35.4322516519583
"227",36.6750113304807
"228",40.5387737584586
"229",37.27601889888
"230",48.0864690278359
"231",44.6949618605316
"232",30.5299676710388
"233",38.745662981984
"234",38.6825128400807
"235",31.4943706717371
"236",32.3751672943359
"237",36.9113937309551
"238",32.1096522306702
"239",32.8769971786565
"240",33.5631416833686
"241",37.0949822336325
"242",44.9650284242457
"243",39.5304267786235
"244",34.446672230145
"245",37.0844093010987
"246",51.2424583028925
"247",40.5821524856491
"248",41.824028584118
"249",40.8745374348124
"250",33.9622791222734
"251",46.1204023010231
"252",38.1667710989415
"253",34.9589628963912
"254",46.1376481170528
"255",33.104726702609
"256",32.9437366527194
"257",37.1592257829864
"258",34.1828823359596
"259",37.9531113524682
"260",35.2953840091961
"261",33.8177437079304
"262",26.3235004810657
"263",39.6169723555869
"264",38.4279648889927
"265",36.0497600780512
"266",29.5143353113944
"267",42.7972436139448
"268",29.1795507865869
"269",29.0211582058366
"270",35.0799134842097
"271",35.286693930539
"272",41.0744082828347
"273",29.3975020203704
"274",29.7358752546803
"275",39.1366675599998
"276",23.2353696299929
"277",38.0525735366595
"278",29.5419915923509
"279",15.993013343186
"280",40.330867003608
"281",26.217907435719
"282",36.0594199930046
"283",29.9698387586036
"284",36.6304211269916
"285",35.1962931995715
"286",43.6950684797347
"287",31.905414318073
"288",28.5573740978645
"289",39.9961773145098
"290",40.0007020439556
"291",39.0679445725876
"292",33.1789787497027
"293",37.5929512978923
"294",45.4641501774921
"295",51.0010191317038
"296",36.5914764360278
"297",22.6940313169059
"298",41.8188398081695
"299",44.792347091855
"300",35.6981775384651
"301",26.0814243724336
"302",33.9256819603432
"303",36.2991399123716
"304",29.8940342027283
"305",26.197178825965
"306",27.9483947309527
"307",33.2997028121451
"308",36.6711335167934
"309",34.2051644820255
"310",36.1498141547131
"311",44.8413224723666
"312",28.9057666002646
"313",41.6383263626873
"314",33.8021050640606
"315",29.7129876727963
"316",32.8068682451205
"317",41.1501048480016
"318",43.3843047095823
"319",42.7903185575804
"320",24.9434199857323
"321",35.8132465239038
"322",33.74334772118
"323",42.9616330398527
"324",41.3875093905278
"325",24.6986862479562
"326",32.8381903035938
"327",29.0639097679893
"328",38.14485353237
"329",29.1445822052463
"330",37.1753949495406
"331",48.1179796445667
"332",31.2155058304328
"333",32.129596506746
"334",27.8350061231031
"335",45.4984521614617
"336",37.6760111906634
"337",32.6944553550868
"338",48.7445047613839
"339",44.6843697260375
"340",39.8145915714101
"341",33.7438585842134
"342",29.7462536936336
"343",37.4562388880308
"344",42.3041440010356
"345",41.2263563749637
"346",31.7508661578813
"347",40.2543318587174
"348",36.3198136479763
"349",25.751035406294
"350",44.8157980769275
"351",32.1236588840628
"352",28.7058111850794
"353",29.9260853881543
"354",34.737217938715
"355",37.8184562595652
"356",36.4402918599311
"357",36.6847519718893
"358",40.5990219253887
"359",27.6409201206148
"360",37.365096035249
"361",29.8066764031087
"362",39.8887699177103
"363",36.6182149620362
"364",38.3684061578209
"365",26.4495098757643
"366",27.7062794806599
"367",33.5269726748547
"368",35.1892047737314
"369",38.9767613631022
"370",38.6379429217023
"371",34.5396276808862
"372",42.9518303033821
"373",45.7926777811338
"374",34.1794749851967
"375",36.1367293590836
"376",23.4188701379768
"377",32.2646799700574
"378",37.3036358883519
"379",39.2610094910322
"380",31.3943191779977
"381",28.1410864179239
"382",38.2576417873927
"383",36.8752454685161
"384",45.4925569114495
"385",30.3140965034492
"386",31.1507373347371
"387",38.2449087749048
"388",25.2381982618333
"389",36.1929070124861
"390",38.4726557815224
"391",30.2753160909023
"392",35.0880678702002
"393",33.6249688107382
"394",30.5505113129927
"395",38.7578584456563
"396",34.1682971390182
"397",32.142356773916
"398",40.5414177270502
"399",44.1399193523223
"400",31.1726704095845
