product_id,product_type,viscosity,pH,density,surface_tension,user_rating
160,serum,755.4,6.09,0.966,31.0,2.91
161,gel,1137.0,6.44,1.007,33.2,3.45
162,cream,3198.8,5.05,0.989,45.7,3.89
163,serum,955.1,5.6,0.96,31.6,3.59
164,serum,795.1,5.93,0.939,32.8,3.38
165,lotion,1533.3,6.1,1.016,42.9,3.61
166,cream,3308.7,5.09,0.978,43.3,3.62
167,serum,736.3,6.04,0.964,30.9,3.53
168,gel,1075.1,6.59,1.014,36.3,3.29
169,gel,1230.4,6.2,1.035,38.6,3.19
170,lotion,1377.4,5.92,1.016,38.7,3.41
171,serum,865.9,6.2,0.948,30.4,2.66
172,cream,3086.2,5.05,0.989,50.4,4.09
173,gel,1122.4,6.54,1.02,37.4,2.92
174,serum,1052.7,5.69,0.945,34.1,2.89
175,serum,868.2,6.17,0.956,31.3,2.74
176,lotion,1618.1,6.22,1.026,39.0,3.75
177,gel,1360.0,6.73,1.034,36.3,3.1
178,gel,1174.9,6.53,1.032,33.4,3.71
179,cream,3610.6,5.12,0.991,48.8,3.96
180,gel,1228.7,6.51,1.006,36.5,2.76
181,cream,3693.6,5.63,0.984,45.7,3.76
182,gel,1237.4,6.82,1.019,35.6,3.61
183,lotion,1621.6,6.04,1.001,38.4,3.39
184,gel,1361.0,6.29,1.021,33.6,3.16
185,cream,3858.5,4.9,0.979,46.1,4.27
186,cream,3969.7,5.19,0.979,50.6,4.37
187,lotion,1210.4,5.56,1.019,37.0,3.69
188,gel,1046.8,6.64,1.022,33.9,3.63
189,gel,1008.0,6.67,1.027,34.8,3.08
190,lotion,1869.3,5.79,0.979,36.6,3.13
191,gel,1193.2,6.55,1.018,35.7,3.13
192,gel,1012.3,6.79,1.019,37.2,3.25
193,cream,3602.8,5.29,1.001,46.3,3.81
194,gel,1296.4,6.77,1.022,36.4,2.98
195,gel,1186.5,6.79,1.013,38.6,3.33
196,lotion,1492.0,5.71,1.013,36.6,3.41
197,lotion,1668.1,5.87,1.001,34.2,3.47
198,serum,754.8,5.32,0.934,33.5,3.02
199,cream,3735.7,5.29,0.971,44.9,4.07
200,gel,1199.5,6.27,1.035,36.8,3.01
201,gel,1166.9,6.51,1.022,30.9,3.52
202,serum,775.3,5.66,0.94,31.4,3.53
203,gel,1469.7,6.63,1.014,36.1,2.77
204,cream,3919.8,5.38,0.991,43.1,3.91
205,serum,869.8,5.88,0.959,33.3,2.77
206,cream,3814.9,5.09,1.016,45.6,3.99
207,serum,1007.5,5.66,0.967,32.4,3.26
208,serum,734.9,5.7,0.947,32.8,2.77
209,lotion,1604.6,5.89,1.01,42.3,3.17
210,cream,4018.3,5.29,0.991,45.4,3.93
211,gel,1292.0,6.3,1.017,31.7,3.37
212,gel,1259.9,6.63,1.015,38.1,3.29
213,cream,3132.3,4.91,0.994,48.1,3.78
214,gel,1452.6,6.41,1.031,34.9,3.4
215,gel,1174.1,6.68,1.027,31.8,3.07
216,cream,3943.0,5.48,0.977,46.2,4.1
217,serum,849.4,5.85,0.944,30.7,3.72
218,cream,3492.3,5.43,1.001,43.9,4.46
219,serum,877.2,5.23,0.961,28.5,2.9
220,gel,1145.6,6.28,1.007,37.3,3.52
221,gel,1129.8,6.57,1.02,36.0,3.48
222,gel,1211.5,6.24,1.03,34.0,2.94
223,lotion,1188.7,5.91,1.04,39.7,3.56
224,serum,765.1,5.73,0.947,36.2,3.67
225,lotion,1576.4,6.09,1.031,38.5,3.08
226,lotion,1448.2,5.96,1.009,37.9,3.11
227,cream,3718.3,5.21,1.005,44.8,4.45
228,lotion,1515.7,5.6,1.028,38.7,3.53
229,cream,3799.4,4.62,1.032,44.6,4.39
230,cream,3832.5,4.99,1.002,41.8,4.3
231,lotion,1375.2,6.38,1.006,38.4,3.44
232,serum,887.0,5.9,0.952,32.7,2.83
233,serum,1040.3,5.79,0.952,34.1,3.6
234,serum,910.6,6.04,0.956,29.7,3.57
235,serum,963.3,5.57,0.953,30.5,3.21
236,serum,793.6,5.87,0.953,32.8,3.19
237,lotion,1822.7,6.09,1.005,39.9,3.03
238,lotion,1737.9,5.75,1.022,39.4,3.65
239,gel,1155.4,6.78,1.018,35.3,3.39
240,serum,782.7,5.8,0.939,29.1,3.19
241,lotion,1818.9,5.83,0.99,33.7,3.85
242,gel,1104.2,6.24,1.036,37.0,3.16
243,serum,731.2,6.25,0.96,31.4,3.31
244,cream,2750.2,5.66,0.962,40.1,3.5
245,gel,1353.4,6.99,1.034,36.1,3.25
246,lotion,1619.0,6.17,1.025,38.6,3.37
247,cream,3531.3,5.19,0.975,44.2,4.16
248,cream,2992.1,5.18,0.97,41.7,3.82
249,cream,3554.0,5.48,1.008,40.3,4.03
250,gel,1051.6,6.69,1.01,34.6,3.44
251,lotion,1610.0,5.81,1.012,35.3,3.32
252,cream,3319.6,5.26,0.958,46.3,3.54
253,serum,798.0,5.91,0.952,34.7,3.72
254,cream,3537.6,5.11,0.992,46.6,4.51
255,cream,3514.7,5.21,0.976,43.0,3.7
256,gel,989.6,6.85,1.008,33.6,3.37
257,gel,1092.2,6.68,1.017,37.5,3.06
258,lotion,1365.3,6.06,0.993,42.3,3.43
259,serum,681.2,5.86,0.956,32.8,3.26
260,gel,1172.2,6.47,1.02,34.7,3.18
261,cream,3789.2,5.64,0.979,40.9,3.89
262,lotion,1482.3,6.52,0.994,41.3,3.14
263,cream,4003.3,5.09,1.001,49.9,3.97
264,cream,3386.3,5.16,0.978,42.0,3.8
265,gel,1102.6,6.26,1.02,33.5,3.24
266,lotion,1546.8,5.69,1.017,39.7,3.23
267,serum,600.6,5.87,0.962,29.6,3.35
268,serum,967.3,5.88,0.943,31.9,3.7
269,gel,1283.7,6.52,1.025,33.2,3.11
270,gel,1225.4,6.22,1.019,33.2,3.37
271,lotion,1352.9,6.25,1.032,39.2,3.48
272,serum,690.8,5.74,0.962,32.3,3.33
273,serum,1031.9,5.88,0.952,31.4,3.29
274,serum,813.4,5.77,0.957,33.9,3.44
275,cream,3264.2,4.93,0.953,46.5,4.18
276,serum,689.7,5.37,0.954,37.0,2.85
277,cream,3498.2,5.37,0.992,44.7,4.32
278,lotion,1683.8,5.94,1.015,38.6,3.73
279,cream,3299.6,5.4,0.987,42.7,3.77
280,lotion,1607.3,5.82,1.011,38.0,3.46
281,serum,908.6,5.89,0.95,33.6,3.44
282,serum,939.0,5.91,0.95,29.4,3.18
283,lotion,1287.0,5.94,0.998,37.6,3.66
284,gel,1208.5,6.61,1.019,36.0,3.96
285,lotion,1512.9,5.6,0.991,37.7,3.21
286,gel,1018.5,6.62,1.035,37.4,2.78
287,cream,3436.0,5.5,0.993,44.0,4.12
288,cream,3316.0,5.14,0.982,45.5,4.25
289,cream,3548.2,5.2,0.999,48.6,4.03
290,serum,895.0,5.5,0.924,33.9,3.7
291,cream,3089.9,5.16,0.967,39.6,3.56
292,gel,1281.2,6.65,1.014,29.8,3.48
293,cream,3336.1,5.28,0.96,45.6,3.84
294,lotion,1496.9,6.12,1.012,36.1,3.9
295,lotion,1739.3,5.97,1.009,36.1,4.07
296,serum,755.7,5.62,0.948,35.4,2.98
297,lotion,1225.6,5.68,1.039,37.6,3.19
298,gel,1099.6,6.71,1.014,38.7,3.47
299,cream,3703.4,5.1,1.033,43.2,4.03
300,serum,874.2,5.86,0.963,35.1,3.21
301,cream,3509.6,5.05,0.999,43.0,4.11
302,cream,4104.0,5.23,0.983,45.6,3.68
303,gel,997.9,6.31,1.032,33.7,3.21
304,lotion,1290.6,6.11,1.034,39.4,3.12
305,lotion,1699.2,5.85,0.982,41.0,3.33
306,cream,3403.2,5.15,1.017,46.7,4.49
307,serum,845.6,6.23,0.944,33.9,2.8
308,lotion,1511.4,6.05,1.041,39.0,3.64
309,serum,853.8,6.01,0.946,30.3,3.12
310,lotion,1291.0,5.61,1.051,35.8,3.29
311,serum,777.9,5.74,0.953,33.6,3.45
312,gel,1329.1,6.38,1.018,35.6,3.41
313,serum,775.1,6.12,0.955,33.5,3.34
314,gel,1299.4,6.73,1.022,32.4,3.56
315,gel,1260.0,6.37,1.015,36.2,3.19
316,serum,923.8,5.8,0.953,35.4,3.06
317,gel,1236.1,7.02,1.026,31.5,2.89
318,cream,3726.0,5.28,1.016,47.0,3.89
319,gel,1179.2,6.26,1.018,33.3,4.16
320,lotion,1383.9,6.12,1.043,38.8,3.73
321,serum,680.4,5.89,0.962,30.8,2.76
322,cream,3459.8,5.2,0.974,46.9,3.67
323,serum,787.9,5.88,0.941,31.1,3.34
324,lotion,1644.5,5.93,1.045,37.2,3.61
325,lotion,1544.9,6.19,0.982,34.5,3.56
326,lotion,1194.9,6.25,0.999,43.1,3.21
327,gel,1115.4,6.54,1.035,39.0,3.19
328,gel,1509.2,6.74,1.03,36.2,3.43
329,serum,877.8,5.69,0.942,32.0,3.27
330,serum,783.0,5.71,0.957,33.9,2.55
331,cream,3526.5,5.5,0.967,44.4,3.99
332,cream,3285.0,4.83,0.988,44.6,3.8
333,serum,951.3,5.93,0.94,35.7,3.3
334,gel,1383.2,6.62,1.018,33.1,4.2
335,lotion,1425.6,6.22,1.048,41.1,3.47
336,serum,751.1,5.58,0.951,28.5,3.12
337,cream,3597.0,5.17,0.981,40.2,4.39
338,gel,1277.0,6.39,1.008,29.3,3.44
339,serum,797.2,6.15,0.967,31.1,3.3
340,serum,739.8,5.89,0.94,32.6,3.36
341,gel,1314.9,6.75,1.019,34.6,3.89
342,serum,712.2,5.63,0.948,32.7,2.86
343,gel,1337.0,6.34,1.035,34.5,3.46
344,lotion,1495.7,5.85,0.962,39.8,3.14
345,gel,1310.5,6.44,1.021,36.0,3.47
346,gel,965.6,6.39,1.028,32.5,2.92
347,gel,1244.0,6.23,1.025,34.9,3.18
348,serum,638.5,6.03,0.943,30.4,3.05
349,serum,820.1,6.03,0.94,32.1,3.49
350,gel,1264.3,6.64,1.022,34.3,3.54
351,serum,717.2,5.82,0.939,26.2,2.81
352,cream,3631.0,5.38,0.943,42.0,4.12
353,cream,3685.7,5.61,0.99,42.8,3.88
354,serum,781.7,6.07,0.944,30.4,2.8
355,serum,751.7,5.61,0.951,35.2,3.15
356,gel,1248.5,6.45,1.017,31.9,3.19
357,lotion,1676.6,5.98,1.006,44.4,4.18
358,serum,829.9,5.65,0.946,34.3,3.36
359,cream,3534.0,4.91,1.008,43.0,3.71
360,gel,1481.0,6.72,1.016,37.6,3.15
361,serum,806.8,5.97,0.955,30.3,3.5
362,cream,3306.9,5.41,0.983,43.8,4.63
363,cream,3213.5,5.28,1.031,41.8,3.51
364,lotion,1504.8,6.28,1.008,38.9,2.81
365,gel,1040.6,6.59,1.018,37.0,3.76
366,gel,1378.1,7.02,1.026,35.7,3.38
367,lotion,1538.9,5.93,1.017,37.4,3.16
368,lotion,1533.7,6.26,0.99,40.3,3.54
369,gel,1397.6,6.48,0.999,33.8,2.53
370,gel,1394.5,6.5,1.01,34.0,3.32
371,serum,884.1,5.91,0.948,31.3,3.32
372,serum,760.8,5.62,0.966,31.4,3.49
373,lotion,1743.4,6.3,1.03,37.1,3.14
374,serum,840.4,5.8,0.941,32.6,3.25
375,cream,3146.3,5.44,0.981,45.6,3.67
376,serum,828.3,5.75,0.956,31.1,3.3
377,serum,887.1,5.53,0.951,35.9,2.99
378,cream,3199.9,5.06,1.0,45.5,3.88
379,lotion,1570.1,6.1,1.023,40.2,3.11
380,cream,3622.9,5.15,1.003,50.7,4.32
381,serum,786.7,5.61,0.961,31.8,3.48
382,lotion,1065.5,6.17,0.999,37.8,3.18
383,serum,833.2,5.84,0.957,31.1,3.23
384,cream,3653.9,5.15,1.005,46.8,3.7
385,cream,3219.4,5.42,0.979,47.4,3.88
386,serum,836.7,6.17,0.948,31.3,3.17
387,gel,1197.1,6.44,1.028,31.8,4.05
388,gel,1041.9,6.29,1.03,38.4,2.9
389,cream,3468.7,5.17,0.991,48.5,4.51
390,cream,3221.8,5.25,1.01,46.5,4.29
391,gel,1228.4,6.7,0.993,36.4,3.33
392,gel,1101.9,6.13,1.025,37.7,3.79
393,serum,786.3,5.99,0.966,34.6,3.3
394,serum,964.0,5.95,0.951,28.8,3.36
395,gel,1163.1,6.33,1.042,34.6,3.25
396,serum,812.3,5.91,0.95,35.4,3.57
397,serum,737.7,5.84,0.943,29.4,3.52
398,lotion,1377.6,5.99,1.001,36.6,3.18
399,serum,659.4,5.78,0.935,33.5,2.77
400,cream,3524.7,4.91,0.984,42.7,4.06
401,serum,831.9,6.07,0.931,32.2,2.95
402,serum,784.0,5.93,0.952,30.5,3.17
403,gel,1152.1,6.34,1.031,35.0,3.63
404,cream,4070.4,5.19,0.976,40.5,4.12
405,serum,619.7,5.48,0.953,33.0,3.17
406,serum,641.9,5.98,0.945,32.3,3.16
407,lotion,1822.4,6.18,1.005,36.2,3.73
408,serum,584.8,5.66,0.948,30.0,2.49
409,serum,786.9,5.82,0.948,30.7,3.02
410,lotion,1533.7,6.09,0.988,40.8,3.46
411,gel,1185.2,6.5,1.027,35.5,3.62
412,serum,895.3,5.86,0.944,32.7,3.09
413,lotion,1271.3,6.02,1.009,37.6,2.77
414,cream,3461.4,4.82,0.979,45.3,4.29
415,gel,1224.0,6.29,1.033,33.3,3.1
416,cream,3790.8,5.29,0.977,50.3,3.8
417,cream,3141.9,5.38,1.01,43.0,3.77
418,lotion,1778.5,5.95,1.016,38.5,3.43
419,serum,786.6,5.96,0.958,28.5,3.01
420,lotion,1760.9,5.67,1.031,40.3,2.85
421,lotion,1281.8,5.92,0.988,37.6,3.61
422,lotion,1438.4,6.16,1.036,40.8,3.75
423,lotion,1387.6,5.96,0.976,36.4,3.57
424,gel,1344.7,6.82,1.008,33.8,2.93
425,serum,797.4,5.86,0.942,32.8,3.14
426,cream,3357.8,5.2,1.001,45.0,4.04
427,cream,3369.1,5.18,0.988,43.9,4.22
428,serum,774.1,6.12,0.956,31.4,3.37
429,cream,3709.1,5.13,1.013,46.1,3.93
430,serum,789.3,5.89,0.934,29.7,3.22
431,cream,3141.8,5.23,1.025,51.7,4.11
432,lotion,1627.6,6.1,0.974,36.9,3.87
433,cream,3263.7,5.08,0.987,43.6,4.23
434,serum,602.1,5.95,0.939,32.5,3.37
435,serum,1007.4,5.62,0.925,31.4,3.32
436,serum,910.1,6.19,0.938,33.0,3.63
437,serum,753.5,5.78,0.976,29.0,3.32
438,serum,825.4,5.89,0.961,32.2,2.95
439,gel,1246.2,6.42,1.023,34.3,3.7
440,gel,1293.2,6.43,1.024,34.9,3.5
441,cream,3837.8,5.19,0.955,48.8,4.05
442,serum,709.4,5.67,0.944,34.7,3.05
443,cream,2859.3,5.83,1.011,45.7,3.91
444,serum,794.5,5.86,0.955,33.3,3.34
445,serum,855.6,5.82,0.948,31.7,3.28
446,gel,1170.8,6.73,1.026,29.1,3.32
447,gel,1298.4,6.54,1.02,34.2,3.8
448,lotion,1724.8,6.19,0.995,38.8,3.77
449,gel,1054.3,6.22,1.014,36.7,3.3
450,lotion,1690.6,6.1,1.025,39.0,3.73
451,lotion,1371.7,6.09,1.026,39.5,3.04
452,lotion,1737.8,6.14,1.017,40.1,3.58
453,lotion,1494.7,5.82,1.007,36.5,3.96
454,lotion,1365.0,5.97,0.994,37.4,3.3
455,cream,2931.9,5.24,0.99,42.5,3.65
456,gel,1298.9,6.69,1.004,33.5,3.08
457,lotion,1346.2,5.81,1.027,37.6,3.05
458,serum,773.5,5.4,0.956,29.5,3.01
459,gel,1209.0,6.56,1.034,32.4,3.15
460,gel,747.1,6.54,1.038,37.5,2.7
461,lotion,1541.9,5.9,1.026,36.1,3.43
462,cream,3642.9,5.3,1.011,53.3,4.38
463,lotion,1578.5,5.9,1.009,34.5,3.16
464,cream,3291.6,5.12,0.98,45.5,4.48
465,serum,717.8,6.02,0.95,32.0,3.32
466,gel,1150.8,6.53,1.028,33.3,3.55
467,serum,734.2,5.74,0.937,30.4,3.0
468,cream,3357.1,5.37,0.995,45.6,4.28
469,cream,3755.3,5.17,0.998,44.7,3.83
470,serum,826.5,5.68,0.926,31.7,3.5
471,cream,3926.8,5.39,1.009,48.7,4.24
472,serum,808.9,5.84,0.944,31.4,3.37
473,gel,1292.4,6.74,1.019,34.1,2.91
474,serum,800.1,5.92,0.936,27.4,2.93
475,gel,1117.4,6.26,1.015,34.7,3.44
476,serum,754.7,6.09,0.953,32.6,2.88
477,cream,3686.7,4.97,1.011,44.8,4.3
478,serum,867.0,5.59,0.934,33.6,2.84
479,cream,3612.9,5.02,0.973,48.4,4.39
480,serum,681.1,6.13,0.941,33.3,2.77
481,serum,767.1,5.92,0.945,31.7,3.35
482,lotion,1508.2,5.8,1.025,37.0,3.61
483,cream,3431.4,5.0,0.939,44.4,3.87
484,lotion,1982.5,6.16,1.01,37.5,3.7
485,cream,3506.7,5.31,0.966,48.3,4.15
486,lotion,1643.1,6.14,1.019,38.0,3.27
487,gel,1300.9,6.62,1.016,33.9,2.98
488,serum,810.2,6.11,0.938,29.1,2.59
489,cream,3549.4,5.21,0.993,45.7,4.2
490,cream,3433.0,5.5,0.958,42.5,3.56
491,serum,789.7,5.47,0.948,35.3,3.27
492,cream,3506.3,5.25,0.965,43.2,4.0
493,cream,3387.4,5.14,1.016,46.7,4.26
494,lotion,1277.7,6.05,1.02,40.3,3.24
495,cream,3974.2,5.0,0.974,41.2,4.14
496,gel,1164.9,6.59,1.03,34.8,3.46
497,gel,1152.0,6.53,1.012,39.2,3.34
498,serum,639.2,5.84,0.97,32.0,3.25
499,cream,3443.0,5.13,0.986,49.1,4.21
500,serum,578.8,6.11,0.936,31.5,2.65
